id,language,key,value,created_at,updated_at
00551836-df66-4ed6-a427-186ba2d17996,en,categories.reference,Reference,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
00ce2159-2521-4912-9e8e-dc4833f376a7,en,common.error,An error occurred,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
00d9199b-786f-49a3-8932-4e353f64f2ed,en,category.clearFilters,Clear all filters,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
01810dd0-b0b0-4eb4-8d30-bb7e29fcbbf4,pt-BR,profile.accountInfo.email,Email,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
01e1490e-8e97-41b8-ab01-05d27c6e81f8,pt-BR,comments.noComments,Nenhum comentário ainda. Seja o primeiro a comentar!,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
022b98af-d759-43e0-9044-a18bbc1dd9ea,pt-BR,resource.details,Detalhes,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
026b75fa-bce5-4c28-a354-aff745a70889,pt-BR,common.backToHome,Voltar para a Página Inicial,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
0386b9d0-74fe-4299-87cc-09c0ef9f8600,en,categories.learn,Learn,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
03b3804f-2505-477f-823a-51ff7c51e2ad,pt-BR,tags.tools,ferramentas,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
040d060c-7b72-4b57-aa47-d6284d5022d1,pt-BR,status.tables.status,Status,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
04805d84-bb1f-4a2d-ae3a-e1c1f8ff9379,pt-BR,ui.retry,Tentar novamente,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
04b92025-34fd-4016-b9e4-1499fbdee3ab,pt-BR,home.tags.trending,Tags em alta,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
054544e1-f050-44a6-8b36-950d4ce42a2f,pt-BR,home.filters.selected,selecionados,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
059e4185-d099-45ae-aac3-2635b756c604,pt-BR,status.server.responseTime,Tempo de Resposta,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
06bebbc7-3132-401b-8c72-05f3bb482c31,pt-BR,submit.title,Enviar um Recurso,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
07c6a972-8090-4eaf-85ad-3e8e8fc97193,pt,common.search,Buscar recursos...,2025-03-10 20:53:46.593206+00,2025-03-10 20:53:46.593206+00
08792709-642c-4cb7-9d04-580d4ac9ac04,pt-BR,ui.optional,Opcional,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
0896f31d-c68b-4b8b-82a4-400c1aa0e283,en,home.stats.categories,Categories,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
09076785-b6a3-43b6-8302-c89548f5b4a8,en,editProfile.errors.connection,Could not connect to database. Please check your internet connection.,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
09b23654-68c6-49a1-b04c-628f56a2553a,pt-BR,common.loadMore,Mostrar mais,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0a3fe1a1-7486-4f38-9848-e2c33b03bbe5,en,ui.add,Add,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0ad08702-9fb9-4643-a248-1c4175f4e776,pt-BR,editProfile.errors.title,Erro ao Carregar Perfil,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
0b440a15-36a3-4ca0-b614-d031c050cef2,pt-BR,resource.likes,Curtidas,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
0bcfc1c6-fff1-4b81-ac68-c0358bb03c4a,en,profile.accountInfo.title,Account Information,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0bd5382b-3891-41ea-af45-25e02c7c6afd,pt-BR,resource.category,Categoria,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
0c212be8-1a6d-4ab3-86ea-1af9a6bf94ea,en,home.tags.all,All tags,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0c6be100-fc4d-456f-8fb8-3425b2d9f75e,en,ui.filter,Filter,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0c9509da-1ec0-4620-bac6-a1e29b70e864,pt,common.editProfile,Editar Perfil,2025-03-10 20:53:46.593206+00,2025-03-10 20:53:46.593206+00
0cc0d037-4a65-42f1-b921-67f0e1bc9f82,en,favorites.signInPrompt,Sign in to save and view your favorite resources.,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0cf84a42-e688-43de-90a1-214089765276,en,home.filters.selected,selected,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0d57b23f-5a3e-46fb-bb2f-fa0fbbacab83,en,editProfile.form.save,Save Changes,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
0d60f5c2-3501-4459-9efc-99f4383a1d4d,en,home.categories.community,Community,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0d9fedcb-acd0-47a1-b5c3-627dc8ceeb05,pt,home.search.submit,Buscar,2025-03-11 17:39:32.213919+00,2025-03-11 17:39:32.213919+00
0da65bc2-a5bd-4563-897d-0218deaccc92,en,category.filters.clear,Clear all filters,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0dc763a2-2485-42d4-a211-94f43493bed0,en,home.sections.trending,Trending Now,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0e0353c4-cd7f-491a-9a4b-2589647ce0f4,pt-BR,ui.search,Pesquisar,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0e2594e9-8438-48b7-acec-7e5802a58d1a,en,common.share,Share,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0e5849ff-bf42-4c82-865c-c8cc445147f6,en,submit.form.tagsHelp,"Separate tags with commas (e.g., design, tools, productivity)",2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0ec541e7-6888-45d3-ab07-9307b41ae79d,en,ui.sort,Sort,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
0ece9df9-c431-44c2-8e90-9857dec6b2f5,pt-BR,status.supabase.title,Status do Supabase,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
0eeb040b-fcee-44a8-9f53-12721cc845fd,en,tags.templates,templates,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
0fc6bba6-88fe-4d17-bd77-9c11e3cebc76,pt-BR,ui.apply,Aplicar,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
1065d413-c256-4539-ab96-27ac4933bc0c,pt-BR,ui.clear,Limpar,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
106cee31-3b01-4a9c-8335-030a8c2102e0,en,common.search,Search resources...,2025-03-10 20:53:46.593206+00,2025-03-10 20:53:46.593206+00
108cf3ce-c0bd-4cb1-b8ef-bc445c6243de,en,submit.description,Share a valuable resource with the community. All submissions are reviewed before being published.,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
10944a71-75e5-4b19-9665-52c0ac26f423,en,resource.commentsTitle,Comments ({count}),2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
109ec3ab-b874-4fc6-ad10-95266fbf2e9e,en,tags.indesign,indesign,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
10bffabb-9c09-4f2c-8cca-ccda17a5a0aa,en,common.cancel,Cancel,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
11607ce4-647f-4205-8a62-eb51a86740ac,pt-BR,subcategories.icons,Ícones,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
135c87eb-ae85-4a2e-a7b0-22ca66cb1057,en,submit.form.tags,Tags,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
137b10da-f65f-4332-87a8-36921620a8c2,pt-BR,tags.other,Outros,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
13cc509e-718e-46c3-875f-e51a639965c2,pt-BR,editProfile.title,Editar Perfil,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
145898c6-2eea-4099-b749-d0f29a9708f3,en,favorites.errors.removeFavorite,Failed to remove from favorites,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1460bf68-b675-4592-aab4-bb6cfa3ef251,pt-BR,home.sections.trendingResources,Em Destaque,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
147096a0-b717-43d6-b5c9-3c3854194961,pt-BR,resource.notFound,Recurso não encontrado,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
14987db1-e203-4bf5-b7e6-64e0ffda6d0b,en,editProfile.validation.tooLong,Username must be less than 20 characters long,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
14b9332d-b574-4541-b2fa-662d8702b6dd,en,common.backToHome,Back to Home,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
14e7fff5-dbf6-4988-9119-b3e43c1caf78,en,home.sections.filterResources,Filter Resources,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
158c021b-e3e4-43cb-a03a-9870ae47954b,pt-BR,subcategories.audiovisual,Audiovisual,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
16541a22-8438-40fb-8f98-751a75d96ed1,pt-BR,tags.premiere,premiere,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
16abe3ac-803f-474e-85a0-cc0466813165,en,profile.title,Profile,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
16f7ec66-f273-4428-99cd-32f064536866,pt,home.search.placeholder,"Busque por recursos, ferramentas ou inspiração...",2025-03-11 17:39:32.213919+00,2025-03-11 17:39:32.213919+00
174c987b-027f-4f73-925f-5b7f8154a43b,en,submit.errors.loadCategories,Failed to load categories,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
183531f5-ac05-414a-aa1c-d1e5b96c42e8,en,home.hero.titleEnd,for Your Projects,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
183d54e8-0c6c-49e2-a1ca-f22f134f53d1,pt-BR,resource.addFavorite,Adicionar aos favoritos,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
186a8b3c-6bc0-4305-8f2f-74406a5f5af3,pt-BR,submit.errors.loadCategories,Falha ao carregar categorias,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
18a552fa-e501-469b-915e-41edb0cce133,en,home.stats.resources,Resources,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
194e4780-5eb4-4b94-8c90-9c607001711c,en,tags.tools,tools,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
197916fe-35e5-417f-9045-574b971b0289,pt-BR,common.home,Início,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
19cb7357-2472-4356-b80f-f287c8b9f35f,en,home.categories.learn,Learn,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
19e50116-f0fe-4f16-ac51-edff347dd971,pt-BR,submit.form.tags,Tags,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1a2ab260-1b8c-4fb6-8cb0-9501c28c3e9c,pt-BR,favorites.signInPrompt,Faça login para salvar e visualizar seus recursos favoritos.,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1a4d0a84-5984-4100-a862-e3fd9e32172d,en,tags.resources,resources,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
1a5b86a9-da69-4d69-a3b3-23693771393b,pt-BR,home.sections.loading,Carregando recursos...,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
1a8ee0bd-000b-4571-bbb3-b811b159d5b3,en,submit.form.submit,Submit Resource,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1ab8510b-d1a7-4f66-bed8-61016a3dee81,pt-BR,submit.form.url,URL,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1ac9eb4a-3191-4d28-91d0-370caa01b83a,pt-BR,resource.loading,Carregando...,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
1ae87308-a223-468f-b3c9-762ef614d1e4,pt,categories.assets,Recursos,2025-03-11 17:39:32.213919+00,2025-03-11 17:39:32.213919+00
1b06c9d8-2b4b-41a1-bc61-f4a25aa8d97d,pt-BR,category.filters.subcategories,Subcategorias,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1b2b9f5c-0215-481d-af1b-6f505832d9d0,pt-BR,ui.add,Adicionar,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
1b3b16e2-38f0-439b-9a17-51b874572fa2,pt-BR,categories.learn,Aprendizado,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
1b42c099-c8ba-460e-a8c4-4a6de0999db6,pt-BR,editProfile.errors.update,Falha ao atualizar perfil,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
1bf6adc6-1ebe-4393-9d58-0f4fc30201cb,en,tags.illustrator,illustrator,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
1c042e15-c3d2-4b22-9303-f687f415b403,pt-BR,subcategories.productivity,Produtividade,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
1c06dad9-eac0-4414-a895-2ba6d6923a1e,en,profile.signOut.inProgress,Signing Out...,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1c9e61ef-82a2-44db-9076-9cfe118628e5,pt-BR,subcategories.3d,3D,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
1ca6f032-f29a-4c3e-98e0-ea14bea79796,en,submit.errors.submitFailed,Failed to submit resource,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1cb18df4-7d17-4e1e-ac9d-71d359e6ae35,en,home.filters.selectSoftware,Select software: {{name}},2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
1cb378a9-f305-4ad5-948b-859a74b95168,pt-BR,favorites.errors.loadFavorites,Falha ao carregar favoritos,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1ce4a1da-73b2-4d41-bdae-ae858d97bec8,en,software.figma,Figma,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
1d57514a-962c-4f24-b672-b3b729f8c7a8,en,favorites.errors.loadFavorites,Failed to load favorites,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
1e5a22cf-6ce1-4ecf-bdca-f3310efbdba2,pt-BR,tags.icons,ícones,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
1eed83ca-a502-4041-b3a0-8a7ceb8e0fbb,pt-BR,subcategories.books,Livros,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
1f0a8bb9-3c2d-4725-a600-d6b62d28fea2,en,resource.saves,Saves,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
1f9e3e25-82bc-48a5-a315-53d7f71f02d0,pt,categories.learn,Aprender,2025-03-11 17:39:32.213919+00,2025-03-11 17:39:32.213919+00
1fd469a6-4b06-4b50-908f-4dec4480258e,pt-BR,ui.back,Voltar,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
206201bd-134a-4b86-952b-cf4debfff426,pt-BR,home.hero.titleHighlight,Recursos Criativos,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
20cd5edf-ba1e-46d0-951b-061c125d850a,pt-BR,tags.blender,blender,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
20fd4c09-050c-42a0-bcf6-d975ff83aea9,pt-BR,errors.pageNotFoundDesc,A página que você está procurando não existe ou foi movida.,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
20ff161b-d5af-4627-a9e3-4b04f26efa82,en,tags.typography,typography,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
212a5ade-b56f-4567-9da7-1c36ae786531,en,common.editProfile,Edit Profile,2025-03-10 20:53:46.593206+00,2025-03-10 20:53:46.593206+00
215b90f9-1d44-4c72-8cf4-962689397fb7,en,ui.apply,Apply,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
2187f92a-920d-43a2-9e8a-087d63b0ff5b,en,tags.all,All,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
21a3a809-0eef-4e1d-839a-5affa20b2ce9,pt-BR,common.signIn,Entrar,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
21fca84a-1bf2-44c4-842e-466c98fd9c7d,en,comments.failedToDelete,Failed to delete comment,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
22248c67-519d-4b75-a194-6dc09c110a84,en,comments.commentAdded,Comment added,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
222e4252-4fdc-4e0b-a147-bf513957c83b,en,profile.accountInfo.memberSince,Member since,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
22ffee1e-5fb8-4991-ab20-97d880f9f38d,pt-BR,submit.form.category,Categoria,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
233f6dfe-7e04-49e7-a1c3-49cf34d95499,en,home.filters.selectSubcategory,Select subcategory: {{name}},2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
23647dde-d0d3-4d96-a2f0-d0d7eb530043,en,tags.ai,ai,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
236fe794-e262-447f-8675-7f646f029319,en,tags.mockups,mockups,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
23a75f4d-10d3-4776-b629-8069cd9aaf00,pt-BR,ui.more,Mais,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
23a7b7dd-003d-42d8-a20e-79c07080f231,en,favorites.empty,You haven't added any favorites yet.,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
2415f032-43d4-4bfe-92f9-2d6f675a3649,en,home.tags.selected,Selected tags,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
24f7d0b3-f19d-4fd5-b0fd-885f4ea87287,en,home.filters.category,Category,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
254ad586-2ce0-4fac-8568-d1fee7b881e7,en,common.save,Save,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
25d8e17c-2e39-44dd-b0d2-e51775608b57,en,submit.title,Submit a Resource,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
25dd1d23-14c2-4fc0-a695-d6e2750f5642,en,subcategories.ui,UI,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
2649f3ef-c8d1-412e-bd4b-b3f25ac48ef3,pt-BR,resource.cardAriaLabel,Ver detalhes de {title},2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
26a66b14-481b-4e5a-8a0d-3fdf3b873b15,pt-BR,home.stats.users,Usuários,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
26dd76a0-8513-4705-a1ed-d4e98bcc8842,en,home.filters.filterByTags,Filter by tags,2025-03-11 18:20:36.101134+00,2025-03-11 18:20:36.101134+00
26e6cc8a-8162-4103-af63-0a1136333ac0,pt-BR,comments.posting,Enviando...,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
2791228e-83ee-4251-b97b-a9382ec2ed35,en,tags.new,New,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
27c74a34-c25e-4c97-83b7-7f19f4ab14e6,en,resource.error,Error loading resource,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
2826167f-4081-47a0-be8b-264ac66478f8,pt-BR,common.back,Voltar,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
28eccd47-405b-484d-89d7-8817f21118de,en,status.server.version,Version,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
28f7bd22-9f82-4020-b888-e43685f68787,pt-BR,resource.tags,Tags,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
292b7fda-5bb2-4ab0-848b-1569016fbf84,en,common.signUp,Sign Up,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
2981d7e8-288e-4db1-b4e0-bc593139fed6,pt-BR,category.noResultsFiltered,Nenhum recurso encontrado com seus filtros.,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
2a012d53-0140-4e48-b411-ce9a69dfb66f,en,editProfile.form.usernameHelp,This will be your public display name,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
2a10db0b-a71c-4f1e-ab58-604170a732c8,pt-BR,editProfile.validation.tooShort,Nome de usuário deve ter pelo menos 3 caracteres,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
2ac3926e-91ec-40df-a9bc-eb90e7e5e5ae,pt,categories.inspiration,Inspiração,2025-03-11 17:39:32.213919+00,2025-03-11 17:39:32.213919+00
2b0c589a-7ad8-4d70-849a-c672a6e9ebb3,pt-BR,tags.all,Todos,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
2b1c8b59-cb46-4960-b285-56d76a42ce9a,en,errors.unauthorized,You are not authorized to view this page,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
2c30724f-1109-40ac-85c5-5dc2deba6b8c,en,resource.save,Save,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
